text,label
Il s'agit d'une critique concernant tous les studios de fitness CG... Pourquoi diable fermez-vous si tôt pendant le week-end... les clients paient pour un service qui devrait être fourni 24h/24 et 7j/7 (c'est au moins le cas des pays modernes),0
Donc bondé. Vous devez attendre la machine. J'ai eu une très mauvaise expérience avec l'un des entraîneurs. Je vois que le meilleur est celui en platine où vous obtenez un réel respect et un vrai traitement.,0
"C'est l'un de mes endroits préférés pour la disponibilité des équipements sportifs et des cours variés. Le personnel est excellent et très accueillant. L'absence de piscine est un point faible, mais la possibilité de se rendre dans n'importe quelle agence affiliée avec sa carte est considérée comme une excellente solution. Le prix peut paraître élevé, mais grâce à l'excellence des services, aucun problème.",2
"Je ne remettrai plus jamais les pieds là-dedans. Se faire voler mes vêtements dans un casier fermé à clé et, cerise sur le gâteau, devoir affronter un gérant impoli et inconsidéré… Je ne le recommande absolument pas.",0
"Tout le personnel est très gentil, les entraîneurs sont très serviables à tout moment, mais il y a certainement eu une surcapacité !",2
"La pire salle de sport de tous les temps, de l'équipe à la salle de sport en passant par l'équipement et bien sûr leur timing est le pire 2/10",0
Très bon équipement et très bon accueil. La salle de sport est petite.,2
"Excellente salle de sport. C'est un endroit qui, dès qu'on y met les pieds, nous motive vraiment.",2
Nouvelle salle de sport,2
Le nombre de machines est très limité et insuffisant pour tous les membres.,0
Personnel non professionnel et impoli,0
Gestionnaire très grossier et tout ça 😡 …,0
Belle et spéciale tenue spacieuse et propre,2
Pas assez d'O2...,0
D'accord,0
Excellent !!,2
Endroit agréable,2
Supplémentaire,0
Merveilleux,2
Pour,2
Super,2
Supplémentaire,2
Meilleur club en Tunisie. Propreté des lieux et plateau agréable. 5/5,2
"Globalement satisfait. Just ça serait mieux d'ajouter des équipements tels que des haltères, des équipements pour les pectoraux... Sinon côté hygiène c'est parfait, un grand bravo au femmes de ménages pour le boulots.",2
"L'espace est bien agencé, il y a une grande variété de cours, désinfection a longueur de journée de tout l'espace. Très bonne organisation. Le personnel et tous les coach sont professionnels chaleureux et souriants. Je recommande",2
Incroyable salle tout pour être heureux de l'excellence du matériel à celui des coach et de la propreté et les qualités des cours UN BONHEUR TOTAL,2
Douche très chaude sachant qu'il faisait 34° dehors malgré qu'on a réclamé pas mal de fois depuis 2 mois presque,0
Veuillez régler l’escalateur (en panne depuis plus qu’un mois) et trouver une solution pour la fuite d’eau partout du système de climatisation!,0
Soukra meilleur club CG,2
Je suis d accord sur le fait qu il ne faut pas que les femmes de menage se promènent avec leur serpillière dans la salle. Autre chose pour quand les cours de yoga ? j attends ces cours pour me réinscrire.,2
Le meilleur club de fitness CG,2
Escalator toujours en panne ! Prière de bien vouloir trouver une solution,2
"Mon choix de salle de sport par excellence Super propre, personnels et coachs top, clients aussi, matériels👌🏼 et accès à plusieurs salles …",2
Endroit magnifique avec une bonne équipe 🫶🏻 …,2
Le pass pour accéder à toutes les salles est top,2
"Saif mezlini , le meilleur de tous , il est aimable et tres amical",2
Salle de sport spacieuse avec du bon matériel. Très propre Je recommande,2
Le nombre d'inscriptions dépasse de loin les capacités des salles et coures pour des prix fixes non négociables,0
Finalement le Responsable de la soukra a été réactif compréhensif et convaincant. Chapeau Selim👍 …,2
Très bien équipée tout est dispo excellent,2
Personnel acceuillant Grande salle par rapport aux autres,2
Équipe à l'écoute et vous aide lorsque tu a besoin de faire des exercices spécifiques. Espace propre et spacieux,2
Je trouve ce lieu très bien agencé,2
La meilleure salle en Tunisie,2
Un lieu exceptionnel ! 💯💪💥💫✌️🫶 …,2
Le meilleur club de fitness en Tunisie,2
Excellent endroit,2
🤍 …,2
Il faut faire du sport,1
Magnifique,2
"Le sumo coûte cher : 200 dinars par mois. En 2023, c'était 180 dinars, en 2024, 190 dinars, et en 2025, c'est toujours 200 dinars. Ça veut dire qu'ils ajoutent 10 dinars par an et n'ajoutent rien à la salle, en gros… Et il y a des vols, et on m'a volé plus d'une chose… Et il y a 10 entraîneurs complètement nuls qui ne te donnent pas le moindre conseil avant que tu ne t'inscrives chez eux…",1
"L'espace est bien agencé et la salle possède la plupart des équipements nécessaires à un pratiquant de musculation amateur. Le personnel d'entretien devrait cesser de passer la serpillière entre les pieds des clients en plein milieu d'une série. Je comprends que les entraîneurs puissent avoir envie d'être utiles, mais ils devraient respecter le fait que tout le monde n'est pas là pour bavarder et ne pas supposer que tout le monde apprécie les conseils non sollicités.",2
"Excellent endroit, les membres sont très polis et respectueux, et les capitaines, en particulier le capitaine Osama, de la succursale Tunisia Mall, sont très propres, ce qui est excellent.",2
"Certains équipements nécessitent un entretien, mais dans l'ensemble ils sont bons et disposent d'un parking à proximité",2
"Espace spacieux et une grande salle pour toutes les activités sportives, un personnel professionnel, et il possède une chaîne de salles en Tunisie et à l'étranger.",2
Cet endroit est génial devant toute la salle de sport que j'ai essayée jusqu'à présent. Continuez le bon entretien,2
Excellent équipement. La climatisation ne fonctionne pas ces derniers temps et il y a généralement beaucoup de monde.,1
Ça ne vaut pas le prix,0
Excellent club,2
Salle de sport fantastique !,2
Pas si bon,0
Excellent!,2
"J’étais en vacances à La Marsa avec mon mari (nous habitons à Paris) et nous avons choisi California Gym pour faire du sport. L’expérience a été très décevante. Dès l’entrée, un coach (maigre, avec des lunettes) nous fixait très souvent et faisait des remarques inutiles, ce qui était gênant. De plus, les disques étaient posés de manière très mal sécurisée sur les supports. Un disque de 20 kg est tombé sur mon pied et m’a fracturé l’orteil. Les machines sont vieilles et nécessitent toutes d’ajouter soi-même des poids, ce qui rend l’entraînement peu pratique et dangereux. Je déconseille vivement cette salle à toute personne qui cherche un lieu sérieux, moderne et sécurisé pour s’entraîner.",0
"Franchement je vous conseille pas d’aller dans cette salle, pas d’eau chaude dans les douches c’est vraiment pas une sale à recommander, je vous conseille de pas Y aller🦠🦠 Vraiment sale, et ne nettoie même pas les machines après les gens pff les machines, on dirait ça date des années 80 …",0
"California Gym la marsa, une salle de sport insalubre! Pas d'eau chaude dans les douches des femmes, odeur nauséabonde d'égouts, moisissures partout, équipements délabrés, 11 casiers sur 24 cassés et non fonctionnels, des fils électriques qui sortent de partout et un danger pour la vie des utilisateurs, chay y7achem w yradded!! الحيوط يتزلبطو تقول في حمام قديم 🤢",0
"Après 10 ans d'abonnements annuels successifs, de participation aux événements, California Gym a décidé de me voler. J'ai payé un abonnement annuel et 3mois après je suis tombée enceinte. Je leur ai présenté un certificat medical où mon médecin explique que j'ai pas le droit de faire du sport. Ils ont refusé de l'ouvrir et m'ont dit que la seule chose qu'ils peuvent faire c'est de m'offrir 2 mois gratuits à mon retour. Et encore rien de concret, juste une promesse orale. Donc en gros ils me proposent de perdre 7mois que j'ai payés. Et cerise sur le gâteau, je remplis un formulaire de réclamation, et j'envoie 3 mails, 0 réponse. C'est vraiment décevant, on ne prend pas la peine d'être reconnaissants aux clients fidèles et on les vole. Je n'y mettrai plus les pieds.",0
Très fréquenté pour son service excellent...,2
Excellente petite salle de sport …bien équipée ! Beaucoup d’ appareils de cardio training et c’est très appréciable …Plusieurs formules pour pouvoir continuer à s ´entraîner en salle même si on est de passage ( vacances…),2
C'est vraiment trop bruyant en entend tout dans le quartier de l'autre côté de la rue c'est pas normal que la salle ne soit pas équipée d'un système d'insonorisation correct. Bref le voisinage est désespéré.,0
offusqué de ce que jai vu,0
J’adore ce Gym!,2
"Tres belle salle, équipement professionnel, coach qualifié, vestiaires/douches en très bon état MAIS la salle de musculation ( l'espace de musculation ) est vraiment TRÈS petite on peut a peine se deplacer",1
A RENOVER ET ACTUELLEMENT EN RÉNOVATION elle a toutes les qualités d'une grande salle,2
Personnels impeccables sauf la salle a besoin de rénovation et d'espace.,1
"Une salle trop petite, des prix trop elevés (20dt la seance!), un staff désagreable et impoli. Je vous deconseille vivement d'y mettre les pieds.",0
Je fais partie de famille California gym depuis 2 ans,2
Super surtout les cours les profs sont tops,2
"Très petite salle, bon matériel",1
Excellente salle de sport,2
Belle salle de sport,2
Très bien et excellent,2
Sympa et propre.,2
Qualité,2
Trop chaire,1
Mon club 💙 …,2
💪💪💪💪 …,2
"Super cher. Entraîneurs désagréables. Une affluence démesurée. L'endroit sent le ballon. Je ne comprends pas pourquoi quelqu'un voudrait s'entraîner ici. California Gym a été une mauvaise expérience dans tous ses établissements jusqu'à présent. Je donne deux étoiles au lieu d'une, car l'équipement de cet établissement est correct. Il y a souvent des poids partout, et beaucoup de gens ne les remettent pas. Les entraîneurs ne sont malheureusement pas formés pour accueillir les gens à la salle ni pour être aimables. Expérience très décevante.",0
"Tout le personnel est super sympa, mais Taoufik est le meilleur. Je m'entraîne avec des coachs en Asie, en Amérique et en Europe, et il est de loin le meilleur ! Je recommande cette salle à tous, Tunisiens comme étrangers, car vous vous y sentirez bien et pourrez atteindre vos objectifs. Je la recommande chaudement.",2
"Salle de sport très propre et confortable, avec d'excellents équipements, bien plus modernes que ceux de ma salle de sport londonienne. J'ai adoré la vidéo projetée au mur qui propose des démonstrations d'exercices, avec un minuteur pour une séance efficace.",2
"Le personnel de la réception est parfait, les coachs sont également très gentils contrairement aux coachs de California Zephyr, mais je paie 200 $ par mois pour une salle de sport qui ferme à 15 heures le week-end, ce qui est ridicule. J'ai été dans des salles de sport partout dans le monde, elles sont toutes moins chères avec de meilleures commodités et elles sont toujours ouvertes.",1
"Très bon endroit pour s'entraîner et beaucoup d'équipement, les entraîneurs sont également super, je recommande",2
"Il ferme à 15 heures le dimanche et à 18 heures le samedi, on ne peut même pas faire un bon entraînement le week-end quand les gens sont généralement libres, c'est tellement stupide que quelqu'un doit réparer cette merde",0
"L'endroit est dans un tel état que j'en étais sidéré. Il y a une fuite au toit de l'espace musculation, la salle de sport est clairement moins propre et entretenue que les autres salles de sport californiennes, alors que les gens paient le même prix ! C'est vraiment inadmissible ! On a à peine la place de se déplacer et on se sent tout de suite à l'étroit. Quelle déception !",0
"Le coût d'un pass journalier est de 35 TND (10 EUR). Endroit délabré, pas beaucoup de choix pour l'équipement. Pas beaucoup de monde. Pas génial, mais c'est probablement la meilleure option dans la région.",1
"Trop bondé et très cher pour ce qu'il propose. Plus précisément, il n'y a pas assez de poids libres. Probablement intéressant uniquement pour ceux qui souhaitent suivre des séances d'entraînement en groupe ou utiliser des machines. De manière générale, l'aménagement est médiocre compte tenu de l'agencement.",0
"Je n'ai testé que la salle de sport California Gym de Tunis. Celle de Marsa est petite, idéale pour une séance rapide. Par contre, elle est souvent bondée et il est difficile d'utiliser les machines. L'avantage, c'est qu'il existe plusieurs salles California Gym et qu'on peut prendre un abonnement pour accéder à celle de son choix. J'ai bien aimé celle du Lac 1, plus spacieuse. En 2018, l'abonnement mensuel coûtait environ 120 TND (45 euros). Vous trouverez plus d'informations sur leur site web.",1
"De la bonne musique, elle a tout ce qu'il faut pour des vacances réussies. Rien d'extraordinaire, mais elle fait l'affaire.",1
"Très mauvais service, ne vaut pas ce que vous payez",0
Bel endroit. Très propre.,2
"Petit, pas bien équipé, trop cher.",0
Club de fitness haut de gamme. Comme une famille,2
Combien dois-je payer par mois ?,2
Un peu brouillon.,1
L'un des meilleurs de Tunis,2
je me suis fait larguer quand j'étais ici,0
Ww,2
Bon,2
Sale,0
Nesrine Neji,2
Bon,2
NUL NUL NUL L’espace Musculation est beaucoup trop petit. Trop de monde après 16h (surtout des groupes d’enfants c’est insupportable). Accueil passable selon la personne. Certains coachs se prennent pour des flics c’est pathétique. L’établissement mets beaucoup plus l’accent sur le ménage que sur l’entretien du matériel ça n’a absolument aucun sens. Bref heureusement que dans ce bled il n’y a pas grand chose c’est pour ça qu’une enseigne comme celle là attire du monde. Sur côté comme beaucoup d’établissement juste parce qu’il se trouve à La Marsa.,0
0 service client et zero professionalisme L'accueil 0 Les coachs 0 La responsable 0 A eviter,0
Impeccable salle bien gérée toujours top propreté matériel de qualité très très bien entretenu personnel exemplaire à l'accueil aux responsables à l'information et notamment pour l'armée du nettoyage Abonné à CGYM Depuis 2019 et à la salle du zéphyr à 200 mètres de chez moi depuis son ouverture UN MUST MERCI à CGYM d'exister pour nos loisirs et notre santé,2
"10 salles de sport CGYM à votre disposition propreté quasi infaillible une armée d' hommes et femmes en blanc nettoient tout et partout un choix de type de sport adapté à tous hommes femmes enfants de la danse orientale au KV self défense en passant par body pomp body balance Abdo fessier aquabike vélo dans l'eau et aquagym Pilâtes etcc une bonne 20 aîné de sports des salles de musculation super équipées bien entretenues. du solide. avec une climatisation extraordinaire des jeux de lumière la musique mises par des coachs nombreux très professionnels tous aussi bons les uns que les autres toujours en forme bref des douches et vestiaires propres agréables avec séchoirs salle de prière miroirs casiers securiseset sécurisés des saunas et aussi un centre de massages et rééducation et d'amincissement avec des quines bien formés un système de dépôt de requêtes et réponses ou échanges téléphoniques par et avec des hauts responsables de CG et décisions prises accueil avec sourire obligatoire ""machines ordinateurs"" pour vous guider dans vos choix et selon vos objectifs une Application sur smart phone une plate-forme d'échanges entre les abonnés une application personnelle alimentation sports exercices etc.. D'ailleurs de bons nutritionnistes sont là pour vous bref pour ma retraite sportive c'est une aubaine un environnement agréable motivant a pris la place de mon ex travail un encadrement au top une grande famille tout pour l'abonné et cela pour moins de 100 dinars par mois vous avez aussi des restos salades une entreprise qui fait plaisir à tout point de vue pour un épanouissement total et un staff à l'écoute Certes certains problèmes peuvent émerger mais ma confiance sur les responsables les coach's et autres cadres vous aurez toujours un résultat ça c'est GARANTI Said Masmoudi membre depuis 3 ans MERCI CG",2
"Je recommande pas cette salle de sport , l'accueil est très mal organisé, 35dt par séance !!! C'est grave par rapport le service et touutt ..",0
Sympa comme salle mais un point de vigilance sur l’entretien des outils de musculation,2
"Salle de sport bien équipée avec très belle vue sur la plage de La Marsa, en haut du centre commercial Zéphyr",2
Toutes est parfait sauf à heures où il y a beaucoup de gens et il faut attendre à chaque exercise,1
Impoli,0
Très bonne salle de sport ❤️🔥 …,2
Personnel impoli,0
Excellente salle de sport,2
Trop bien,2
Une belle équipe,2
Très propre et organisé,2
Cher,0
Surpeuplé. Beaucoup d'entraîneurs sont impolis et hostiles (à quelques exceptions près). Très cher pour ce que c'est. Les vestiaires sentent vraiment mauvais. La salle de sport est généralement très chaotique : il manque des poids et tout est déplacé. La deuxième salle est généralement bondée pour les cours. Je n'y retournerai pas.,0
"Pour tous ceux qui suivent des cours Les Mills à l'étranger, leurs cours sont excellents. Les instructeurs Ashraf et Sarra sont formidables. Vous bénéficierez d'entraînements incroyables. Leur énergie est contagieuse et leur technique est impeccable. Vous pouvez acheter des abonnements hebdomadaires, mensuels ou journaliers. Merci pour ces merveilleux moments d'entraînement à Tunis.",2
"Équipe négligente à l'exception de quelques personnes, mais toujours un bon endroit pour s'entraîner si vous mettez cela de côté",1
Cette salle de sport est plus propre que ma chambre. Elle dispose de presque toutes les machines nécessaires. Et le personnel est aimable et serviable.,2
"Un mois, environ 70 $, c'est beaucoup trop cher pour la qualité médiocre de cette salle. Trop de monde. Seulement trois haltères de 20 kg pour toute la salle. Les autres sont des haltères minuscules et légers. Il y a un rack à squat et un banc plat. Encore une fois, ce n'est pas suffisant pour le nombre de personnes. Seulement deux disques de 2,5 kg dans toute la salle, et la moitié du temps, je ne les trouve pas. Pas de disques de 1,25 kg. L'endroit est en désordre, les gens ne remettent pas le matériel au bon endroit. L'espace est trop petit. Ce prix est injustifiable.",1
"Assez déçu par cette salle de sport. Elle a l'air tape-à-l'œil et est super propre. Cependant, les instructeurs des cours Les Mills ne sont pas de niveau international. Il n'y a pas de miroirs dans les salles où se déroulent les cours. Il y a une pénurie de poids et il n'y a pas d'haltères de moins de 4 kg. Le personnel masculin qui circule dans la salle est peu serviable et peu aimable, presque impoli. Il faut errer dans la salle pour trouver ce que l'on cherche, car rien n'est jamais remis à sa place. La moyenne d'âge de la clientèle semble d'environ 18 ans et les gens se regroupent en groupes, comme dans une boîte de nuit après l'école ; l'ambiance est immature et peu professionnelle (le choix musical évoque aussi une discothèque scolaire). Il faudrait faire des recherches plus approfondies pour trouver la salle de sport où les jeunes professionnels de Marsa se rendent après le travail.",0
"Il y a beaucoup trop de monde. Ne venez jamais l'après-midi ou le soir. Si vous êtes une salle de sport compétitive, je vous recommande d'ouvrir à côté de celle-ci. Vous aurez toujours une salle complète.",0
"Les entraîneurs à l'intérieur sont négligents, impolis et ne parlent littéralement qu'aux femmes, l'espace est petit, on peut sentir la sueur de tout le monde, presque pas de machines, 1 presse à jambes et 1 machine à tirage latéral dans une salle de sport à 200 dt par mois, ils vous font passer par tellement de paperasse que vous avez l'impression de faire une demande de visa, et AUCUN MIROIR devant les machines donc vous ne pouvez même pas vérifier votre formulaire, très encombré et tout l'espace est donné à des cours comme la zumba et le cours de spinning parce qu'ils paient un supplément, une arnaque avide d'argent, le propriétaire devrait avoir honte",0
"Surfaite à mourir, la pire salle de sport du monde. Pas de sécurité. Mauvais entraîneurs. Mauvaises odeurs. Mauvaises personnes. Petite surface. Je ne le recommande à personne.",0
"Belle salle de sport avec beaucoup d'équipement, mais presque toujours bondée, même tôt le matin. De plus, certains coachs personnels sont dispersés et prennent trop de place 🤣. Mais globalement, l'espace est propre et le personnel sympathique : idéal pour s'entraîner. …",2
"Généralement bondé d'enfants. Équipements limités et odeur désagréable. Trop cher pour la qualité proposée. Il porte bien son nom, et c'est tout.",0
"Super salle de sport. La musique est parfois trop forte, ce qui rend impossible l'écoute de sa propre musique pendant l'entraînement. Très propre",2
"Celui du centre commercial Zephyr : bondé, manque d'équipements, personnel négligent, sale. En plus, trop cher.",0
"Tout va bien, mais les coachs ne vous aident même pas si vous faites quelque chose de mal.",2
"c'est bondé la plupart du temps, les entraîneurs ne prennent pas la peine de vous aider du tout quand ils vous voient faire un mauvais mouvement, vraiment les entraîneurs sont arrogants, ils continuent à marcher sans rien faire.",0
"Cadre agréable, personnel sympathique et professionnalisme irréprochable. Hygiène irréprochable ✅",2
Impoliment,0
Impoli,0
Endroit agréable,2
T la formation des forces forces dhw,2
5 étoiles 🌟 🏋️‍♂️ 💪 …,2
Ahsen wahda mariem,2
Ça ne vaut pas le prix,0
Bien!!,2
Bon emplacement.,2
Meilleure équipe ❤️❤️❤️❤️,2
🥰🥰🥰 …,2
Bien,2
Endroit paisible,2
Mauvaise expérience malheureusement je ne vous recommande pas ce gym. 👎 …,0
"Très belle salle de sport, assez espacée. Il y a le matériel nécessaire pour travailler tous les muscles du corps et faire une bonne séance de sport.",2
"""Expérience honteuse dans cette salle de sport ! Lorsque j’ai simplement demandé le contact d’un responsable des achats, on m’a répondu de façon agressive d’aller au siège, comme si j’étais au marché aux poissons à devoir deviner ce qui est disponible. Mouna, la soi-disant responsable, s’est permise de crier au lieu de répondre avec professionnalisme. Comment pouvez-vous espérer attirer de nouveaux clients quand votre personnel manque à ce point de formation, d'information et de savoir-vivre ? Commencez par former vos équipes et désignez des responsables compétents dans vos salles, ça évitera ce genre de comportement inacceptable.""",0
"Accueil médiocre au California Gym Boumhel. On m'a refusé à deux reprises la possibilité de visiter les lieux avant de m'inscrire. Je recommande d'autres salles, moins prétentieuses et plus professionnelles.",0
"Franco tunsisenne je peux vous dire que c'est mieux qu'en france! bluffée par les machines, les coachs presents avec des cours au top! le rpm est juste genial, la propreté j'ai jamais vu ça!!!!!; les femmes de menage qui nettoient toute la journée!!! même les tapis, l'un après l'autre, ça existe pas ça en france!!!!!bref conquise par ce concept!!!",2
"C gym boumhal est la meilleure des c gym a tt les niveaux : personnel, coachs, entretien, hygiène vraiment bon travail et bonne continuation peut être c merite une extension de l espace musculation vu le nombre d adhérant :)",2
"Parfait , mais j’apprends tardivement que le Hammam peut être mis en route à la demande .. dommage de ne pas le préciser",2
J'ai eu le pire expérience avec eux…. les personnelles a l'accueille partagent des fausses informations juste pour que les gens payent leur abonnement… c'est leur première objectif.. pauvre personnelles,0
"Personnel super et les coachs sont très professionnel top Cependant petit bémol Le vaporium n est tjr pas en service et les salles sont pas mal climatisé, trop chaud quand ont est en coaching",1
"C'est très cher, et pourquoi obligent-ils les gens à s'abonner à plus d'une salle ? Il faut un abonnement à une seule salle",0
"Venu pour faire une visite des lieux, mais les personnes à la réception refusent l'entrée, même pour 5 minutes. Service à la clientèle nulle.",0
"Très propre, spacieuse, bien rangé. La meilleure dans la région grand tunis sud.",2
"Un excellent club et une équipe professionnelle de coaching dès ""la réception jusqu'aux plateaux d'entraînement",2
Bien organisé et les conditions sanitaires durant le COVID sont bien respectées.,2
"Très bon plan , professionnels , propres et organisés",2
"Excellent Club, comme tout le réseau CG",2
Personnel gentil Grande salle,2
Le top des salles de gym en Tunisie,2
High level pas pour les débutants,2
Toooop! Dernière technologie du MATRIX,2
J'adore,2
On trouve tt,2
Super,2
Exceptionnel,2
Magnifique,2
👍👍👍👍👍👍 …,2
"Cette salle de sport a une ambiance très désagréable à cause de sa clientèle peu recommandable. Elle est toujours bondée, même en dehors des heures de pointe. Les machines sont mal agencées et certaines restent hors service pendant de longues périodes. Les vestiaires femmes dégagent constamment une odeur nauséabonde, ce qui rend l'expérience encore plus pénible.",0
"S'ils avaient juste eu une piscine, ça aurait été 5 étoiles… à part ça, tout va bien.",2
Le 68e anniversaire de la fondation de l'Armée nationale tunisienne depuis le 20 mars 1956 ✌✌✌✌👍👍👍👍☝️☝️☝️☝️🇻🇬🇻🇬🇻🇬🏴‍☠️🏴‍☠️🏴‍☠️🇹🇳🇹🇳🦾🦾🦿🦿 …,2
Bien,2
"Une belle salle de sport californienne, un personnel super sympa et réactif et le matériel diversifié habituel de haute qualité.",2
Personnel très impoli,0
"Trop cher, ça ne vaut pas le coup du tout.",0
Le meilleur gym de la région!,2
Le meilleur club de la ville,2
expérience behya,2
Haut,2
Salle de sport,2
"California Gym est décevant pour plusieurs raisons. 1- La salle est petite et bondée, ce qui rend l'entraînement inconfortable. 2-Plusieurs machines sont en panne, et il semble n'y avoir aucune maintenance régulière. 3- une mauvaise expérience avec la nutritionniste, qui ne respecte pas les rendez-vous et adopte une attitude très désagréable avec les clients.",0
"California Gym est décevant pour plusieurs raisons. La salle est petite et constamment bondée, ce qui rend l'entraînement inconfortable. De nombreuses machines sont en panne, et il semble n'y avoir aucune maintenance régulière. J'ai également eu une mauvaise expérience avec leur nutritionniste, qui ne respecte pas les rendez-vous et adopte une attitude très désagréable envers les clients. Le seul point positif est leur honnêteté : à plusieurs reprises, j'ai oublié des affaires sur place, et ils me les ont toujours rendues.",0
Dommage que celle ci soit petite. Il y a le matériel nécessaire pour une séance de sport !,2
Je me demande combien de temps ça vous prends pour réparer la machine des quads ça fait environ 2 mois qu'elle soit en panne!! Dérniérement la machine papillon a été disparu c quoi ça!! On ne paie pas une telle somme d'argents pour ça! Je vais pas renouveller mon abonnement je vais changer de salle avec mon groupe donc vous aller perdre 4 adhérents.,0
"Je conseille vivement CG Le Bardo. En effet, un endroit convivial et propre avec un accueil chaleureux, sympathique et pro. Le personnel est très pro, dynamique et réactif. Les coachs sont très sympas,compétents et accessibles.",2
"L'espace est beaucoup plus petit que pour les autres salles, donc il y a beaucoup d'attente pour les machines, par contre les coachs sont toujours présents pour conseiller...",1
Salle trop petite.cout trop élevé pour le nombre et la qualité de machines.toujours remplie.,0
"La salle pour le cross fit et extrêmement petite, le plus dommage c’est que toutes les salles en dehors des cours soient fermés !😤👎 Il ne reste que la musculation et la salle cardio( velo, tapis etc)...faire ces exercices au sol, de gainage, étirements et autres entre les machines de musculation je trouve cela très très moyen !",0
"Très bonne expérience fitness, équipe pro à la réception surtout Mohamed Ali et très bons coach, spécialement Ahmed et mahdi.",2
"Un peu plus d’entretien ne serait pas de refus, c'est honteux de ne pas trouver assez de tapis pendant les cours sans parler des casiers qui ne se ferment pas...",1
Le seul inconvénient c qu'il n'y a pas de couverture réseau au plateau de musculation et le wifi n'est pas opérationnel,1
Le prix est trop élevé par rapport à la qualité d’équipements de la salle.,0
Une belle salle et une belle ambiance ❤️,2
La salle est propre et sécurisée mais très étroite. Manque d'équipements de musculation..,1
Réceptionniste catastrophe !! Même pas 3inha besh tfaser 9al9a t7esha 0 motivation kont de5el netrena batalt hhhhh,0
Meilleur personnel de California Gym A éviter les heures de pointe,2
Bien mais je préfère celui de ennaser,2
La salle est trop petite.,0
Une parfaite salle de sport ..🔥 …,2
Service et accueil chaleureux,2
Les meilleurs c ma deuxième famille,2
bonne mais un peux serré,2
Bien équipé et organisé,2
Très bon cours,2
J'adore 👍💟 …,2
Salle de gymnastique,2
Magnifique,2
"La meilleure administration de tous les temps. Des coachs très dynamiques, une ambiance générale qui vous motive à vous donner à fond.",2
Bon travail,2
Belle et charmante salle de sport,2
Rejoignez-nous pour une expérience sportive incroyable,2
Endroit propre mais petit,2
La meilleure chaîne de salle de sport en Tunisie !,2
Distingué,2
En deçà des attentes,0
Sportif,2
"Salle de sport exceptionnelle, et je suis ravi de partager mon expérience. La salle est immense, avec de nombreux espaces dédiés à différents types d’activités sportives. Elle peut accueillir un grand nombre d'adhérents sans jamais se sentir surpeuplée. Les machines sont impeccablement propres et bien entretenues, ce qui est essentiel pour une bonne séance d’entraînement. La salle est dirigée par une équipe de coachs compétents et toujours prêts à aider les adhérents à atteindre leurs objectifs sportifs. Les cours proposés sont variés et nombreux, offrant un large choix pour tous les goûts et niveaux. Les vestiaires sont propres, bien aménagés et complets, offrant tout le confort nécessaire après une séance de sport intense. De plus, la salle dispose de toutes les installations nécessaires pour un entraînement complet. En résumé, cette salle de sport est un véritable havre pour les amateurs de fitness. Avec ses équipements de qualité, ses coachs dévoués et ses installations complètes, elle offre tout ce qu’il faut pour une expérience sportive optimale.",2
Excellente salle de sport 💪🏻 …,2
"Salle tres propre, très bien frequentée, personnel poli et souriant. C'est la salle ou je me sens le mieux parmi toutes celles de la chaine california gym sans meme pouvoir l'expliquer car elles sont toutes au top. Une question d'energie j'imagine ou alors d'amenagement",2
Une réception très chaleureuse de la part de Mlle Imen Je salue très fortement et je l’encourage vivement,2
Excellente salle de sport 🔝🔥 …,2
"Propreté, matériel neuf, cours nombreux et diversifiés et excellents coachs.",2
Bonne salle de sport. Propre et bien rangée. Plus de disques et de barres seraient utiles pour les haltérophiles et les hommes forts ;),2
"Excellente salle de sport ! Propre, spacieuse, confortable et peu fréquentée.",2
Propre Personnel sympathique Bien organisé Pas trop de monde,2
"Excellent service, équipement d'entraînement neuf, tout est impeccable. Personnel sympathique.",2
Neuf et dispose d'un bon équipement,2
Très bien,2
Jolie design,2
Bon,2
"Lorsque j’ai sollicité l’aide d’un coach pour m’accompagner dans ma série d’exercices d'entrainement Cependant, sa réponse a été qu’il “n’était pas encore échauffé” pour m’aider. Bravo pour la qualité de votre coach très professionnel !",0
Super une salle de sport avec des cours collectifs au top,2
La meilleure des salle California gym,2
Salle non entretenu et un personnel irrespectueux,0
Service null Matériel non rangé Des machines défectueuses Encombrante,0
Personnelle + professionnalisme = 0,0
Incompétence totale accueil 0,0
Les meilleurs !!,2
"Pas professionnel du tout, zéro accueil pas de suivi entraînement, les pseudo entraîneurs sont la pour draguer les filles et pas pour s'occuper de l'entraînement des abonnés Zéro sur zéro",0
"LA FEMME DE MENAGE AVEC LES CHEVEUX NOIRS DU MATIN EST TRES TRES DERANGEANTE, ELLE N'ARRÊTE PAS DE PARLER AUX ABONNES ET EN PLUS ELLE SURVEILLE CE QUE CHACUN FAIT, EN PLUS DE CELA ELLE POSE DES QUESTIONS SANS ARRET MERCI DE LUI DEMANDER DE FAIRE SON TRAVAIL CAD LE NETTOYAGE ET PAS DE FAIRE CONNAISSANCE OU DE LA COLLECTZ D'INFORMATION CE N'EST PAS SON ROLE SVP SVP SVP MERCI DE NE PLUS NOIS DERANGER PENDANT NOS SEANCZS D'ENTRAÎNEMENT",0
"J'ai trouvé une place de parking, mais l'attitude du personnel était mauvaise. Hobestly ne s'est même pas entraîné et a décidé d'aller à la salle de sport Menzah à proximité.",0
